@relation train_set

@attribute text string
@attribute sentiment {negative,neutral,positive}

@data
'less shooting than sterling',negative
'Fernandinho was my cdm the whole year, he\'s such a beast. shame that he got a downgrade and position change',negative
'Deserves more AF',negative
'EA is hating chelsea players WTF',negative
'85 rating is good, since he\'s going to be a OTW and he\'s going to get a lot of upgrades and special cards. 85 makes his otw actually affordable ',positive
'83? should be 99',negative
'Disrespect. He really deserved his 86. **** EA.',negative
'Yo wtf, this dude deserves at least 86/87. ',negative
'PSG wins domestic quadruple and makes it to their first ever CL final... everyones downgraded....? just...',negative
'Give him a hunter chemistry style and that\'s it. I don\'t understand this rating either, but I would just deal with it the best way possible. His Shooting is good, he can take a hunter pace boost and everything\'s fine. With a hunter he has 95 positioning, 90 finishing, 99 acceleration and 86 sprint speed, that equals 93 pace',positive
'I think its a fair card. He\'s pace could be higher, maybe like 88 acceleration with 85 sprint speed. So maybe like 87 pace. The other stats are fine, of course 74 shooting or 81 passing seems not high enough but if you check his ingame stats its fair. 87 vision, 88 short passing, 83 positioning etc. ',positive
'Drgreenthumbb, It could be great with Joe Gomez or s/one higher than Thiago Silva cause this year probably will be back the aerial game',positive
'Should have more pace. And no I\'m not talking about that Dembele thing, cuz dembele was back from an injury. This guy can actually run really fast, but doesn\'t always necessarily need it!',negative
'done him dirty',negative
'This is an actual joke EA. Best player in the championship last year, just made his England Debut. EA\'s having a laugh',negative
'The disrespect...',negative
'Yay I was gonna use him but he isnâ€™t gonna have good enough composure or reactions',negative
'man,i feel bad for him, he won cl, world cup just to get absolute ****ty card in fifa... but i still love him in real life :))',negative
'had a breakout season and gets this, bruh',negative
'should be at least 80 rated',negative
'I genuinely dont get it how u can be this wrong with a rating. It obvius that he was our best defender last season and one of the best in europe. 84 Rating is not even close, even an 86 would ve been horribly wrong but this ****....this **** doenst make sense',negative
'i remember him in my fut 20 starter squad he did good',positive
'great card',positive
'Milan fan here, but he should be at least 82',negative
'Should be higher rated imo :)',negative
'His moments last year was insane!',positive
'insanely talented just needs to work on his shooting',positive
'Underrated ingame',positive
'the one and only bayern player EA not ruined',positive
'looks unusable unfortunately',negative
'great player',positive
Slow,negative
'ffs I was planning on using this guy in my starter team',positive
'This card is 5 ratings lower than what it should be.',negative
'Bruh EA killed pace this year',negative
'underrated player',positive
'His heading accuracy must be 99 ...',negative
Unusable,negative
'Good attacker',positive
'deserved 86',negative
'People always says he deserve rating like this, well there you go. The problem ain\'t the rating, it is about the stats, and to a lot of cards it is the same. This card is pointless.',negative
'they transferred witsel\'s pace to brandt\'s defending',negative
'Slaughtered his pace, now only good for fodder ngl',negative
'The disrespect from EA...',negative
'i don\'t know how he only has 67 pace',negative
'I think he should be at least 77',negative
'no upgrade? WOW',negative
'49 Sliding Tackle kills the card',negative
'this is a disgrace',negative
'Absolute baller, deserves much more pace',negative
'No way in hell he is faster than Gnabry and Sancho',negative
'he deserves 89 rate and 90 on shooting',negative
'THIS CANNOT BE REAL... HOW TF IS UPA STILL 79?!?!?!',negative
'Faster than Gnabry, Sancho... nvm ea',negative
'Deserved downgrade!',negative
'This is such a joke? he should literally be playing sunday league football. And he is also higher than thiago. Only liverpool bandwagons respect this card.',negative
'no reason for this upgrade.',negative
'EA gave this guy a 93 overall card last year has he carried Leipzig... 79 seems deserving',negative
'derserved card but wtf ea how does he go from 60 pace to faster than gnabry and sancho',negative
'His rating should be higher in my opinion, but EA likes to do Bayern players dirty.',negative
'He deserved 83, but even 81 would be decent. Come on EA!',negative
'Deserved rating but unfair stats upgrade. Needs around 90 pace',negative
'only 79?',negative
'Too high',negative
Overrated.,negative
'BIG flop',negative
'still unusable rip',negative
'hes unusable ngl',negative
undeserved,negative
unusable,negative
'Worst player of Juve this seasonAbsolutelyÂ clown!',negative
overrated,negative
'robbed!!!!!! should be gold',negative
'I mean this is just disrespectful',negative
'worst version of adam traore',negative
'height undeserved',negative
overrated,negative
'Why so low rated?',negative
'Well he sucks.',negative
'Overrated, only had 1 good season (his CL run)',negative
'Deserved a downgrade ffs',negative
'absolutely disgraceful. Should\'ve been upgraded he was Newcastle\'s top scorer in all comps and he wasn\'t even playing his proper position.',negative
unusable,negative
'slap a shadow and you can discard him faster',negative
'Slower then my Gym Coaches Nan',negative
'when the hell did douglas costa get that finishing upgrade ?',negative
'Downgrade? Absolute joke',negative
'deserved 93 or more',negative
'Overrated, witsel is better and has only 84 wtf',negative
overrated,negative
'85 rating is good, since he\'s going to be a OTW and he\'s going to get a lot of upgrades and special cards. 85 makes his otw actually affordable',positive
'Amazing stats',positive
'This guy was AMAZING on Fifa 20 career mode, hope he is just as good this year. Might try him on FUT too now.',positive
'The Goat',positive
'great player for the firts mounth of the game',positive
ok,positive
'Man U legend',positive
Finally!,positive
'Best player ever',positive
'Hottest fotballer alive, no cap!',positive
'perfect Cam',positive
'Nice upgrade',positive
'Looks so good!',positive
'Legend forever',positive
'What a beast at Cdm even CB',positive
'Amazing card',positive
'There is only one king',positive
'The king is back!',positive
goat,positive
'Beautiful CDM for the first months.',positive
'one of the best of all time',positive
'Liverpool legend',positive
'good for a starter team',positive
'Im gonna use him next to Iniesta, legends unite again...',positive
'I would use this in my fifa 20 squad right now',positive
'Real madrid LEGEND',positive
'The goat',positive
'Man, i want a serie a team. And i want him',positive
'nice card',positive
'THIS CARD LOOKS INSANE',positive
Legend!!,positive
'the king is back!',positive
great!!!!,positive
'get in my team',positive
wow,positive
'great cdm',positive
'nice wig',positive
'He\'s the goat.',positive
'Sevilla legend!',positive
'looks good',positive
'Nice goal in the MLS is back Tournament!',positive
'So well rounded',positive
GOAT,positive
'damn looks insane actually',positive
'my legend!',positive
'This man is one of the greatest CB\'s of all time... one of only 3 players to win PL player of the season twice (Henry and  being the others). Lukaku must be right, they are surely trying to generate attention, by outraging fans, with bad ratings. Either that or this is just more of what EA have done to United, Bayern and Arsenal this year. Tanking their player ratings, because they signed with PES. They really must have really ****ed off some people at EA, but surely an icon like Vidic get, who doesn\'t even play for United anymore, wouldn\'t be affected by that, would he?',positive
'Absolute legend. Remember guys if you\'re getting FIFA 21, play to have fun with players you admire. Let\'s bring the \'friendly fun\' back to the game.',positive
'Damn the king is here',positive
BEAST,positive
'good for my starter.... oh wait :)))',positive
'Greatest LB in the Premier League in his time. 89 Prime Icon?! EA just love French players',positive
'Nonrare legend',positive
'What a legend, I honestly can\'t wait to see him in the league next season, and he\'ll spice up the Spurs do***entary even more!',positive
'welcome to my concept dream squad',positive
Legend,positive
'i want him in icon swaps',positive
legend,positive
'Pretty nice card ngl',positive
'Kudus in Indonesian mean Holy. So this is holy card.',positive
'Great first day card!',positive
wow,positive
yes,positive
cool,positive
'The greatest 10 in Premier league history.',positive
'The return of the BEAST',positive
'The king has returned.',positive
'will be a beast in the future',positive
GOD!!!,positive
'legendary hair',positive
Legend,positive
'o god',positive
'Great starter',positive
GOAT,positive
'Better than Pogba atm',positive
'Hello legend',positive
'4* SKILLS IM SO HAPPY',positive
'The King has returned to take back his throne.',positive
'I like what I see',positive
'holy moly what a card',positive
'THE GOD',positive
'FIFA 14 LEGEND',positive
'hes going in my starter squad',positive
'BABY GULLIT gang!!!',positive
'Best Uruguayan player in laliga.',positive
'The best scottish LB from the prem',positive
'Starter squad beast',positive
'great link to salvio',positive
'Nice link with Maregod',positive
'good starter for the linkt with malen',positive
'Cant wait to el-tornado cross with him',positive
'Swansea legend!',positive
'Finally the stamina he deserves',positive
'nice starter card tbf',positive
'Yes yes yes yes yes!!!!',positive
'Come and link next to your brother Militao <3',positive
'Looks fine',positive
Nice,positive
'Looks like a beast 88 finishing!',positive
'Nice link to Nacho',positive
'Starter team for sure.',positive
'He is back <3',positive
'Top player',positive
'The Notorious One, The Champ Champ.',positive
'LINK TO MACKAY THE GOAT',positive
'He can be beast',positive
'will be beast in a starting squad',positive
'Best Super League GK',positive
'Best LB',positive
'What a card!',positive
'My hero<3',positive
'Best pl cb in the history change my mindWelcome ma boyy <3',positive
'Magician <3',positive
'76. he\'s a beast',positive
'The Beast',positive
'Best player in Inter Miami HiguaÃ­n sucks donkey balls',positive
Legend,positive
'First of many',positive
'Bro I\'m telling you, Eredivisie is the move!',positive
'-3? Ea r u mad?',negative
'The only thing in the world that is recommended by 10 dentists out of 10',positive
'Lmao ea is a joke',negative
trippleFckuea,negative
'Player with most shot power. Cant wait to use my bootleg Roberto Carlos',positive
'My man',positive
'Honestly, this man was amazing! One of my heroes',positive
'he actually  seems playable',positive
'the legend, the myth himself',positive
'Nice card',positive
'completely deserved, even 83/84',positive
Machine,positive
'actually it\'s a decent card',positive
'HeÃ¢â‚¬â„¢s rapid',positive
'This guy never had a Red Card. One reason more to love him',positive
'My love of Fifa 20. Impressive card for the first few months',positive
'MAICON I LOVE YOUR SEXY BALD HEAD YOU BEAST',positive
'been in my starter team since fifa 17 love him',positive
'YOU NEVER DISAPPOINT DE PAULA I LOVE YOU',positive
'I love this guy he shaved all the mothers in Fut Champions',positive
'I love this guy he shaved all the mothers in Fut Champions and that was the best striker in Fifa 20 #99iconmoments',positive
'I love this guy, my grandpa used to play with him',positive
'I LOVE YPU SO MUCHHH',positive
'love to see hes the only one in my dream squad that has no stats...',positive
'My grabdfather met this beast , im proud',positive
'Cheap beast',positive
Beasttt,positive
'He looks like a beast again.',positive
'This guy will be my CAM in FIFA 21, such a well rounded beast.',positive
'the king of 81',positive
'imbula is the best player',positive
'the beast makes it 2-1!!!',positive
'beast probably would be good with a sniper',positive
'career mode beast',positive
'can\'t wait to get this beast in fifa 21',positive
'We need icon sbcs like fifa 19 so I can use this beast again',positive
'This guy is such a BEAST he feels faster than adama Traore in game and his foot is like Fucking aimbot',positive
'fifa 18 beast',positive
'like king cantona is the goat',positive
'looks like a good attacking CM',positive
'THE EGYPTIAN KING',positive
'The king!!!',positive
'King Kenny',positive
'King Cantona The king of kings',positive
'goodbye my king, you will always have a place in my heart',positive
'The fucking king',positive
'Yasssss the King is back at Inter. His defense,physis and passing oh my good, so dope ,and the even has decent shooting,dribble and allright pace. Def gonna be in my Belgium lads squad.',positive
'Insane player!! FIFA 20 career mode sick',positive
'The king is here',positive
'The King will be back in my Team',positive
'Balotelli... AGUEROOOOOOOOOOOO My favourite player of all time <333Hopefully, when he gets back from injury, he will play insane like always.',positive
'Insane CB',positive
'Totw 1 will be insane',positive
'insane performance good job jamie',positive
'he was great',positive
Insane,positive
'Deadeye and heâ€™s insane',positive
'With a catalyst he looks insane',positive
'looks insane with hawk',positive
'Insane on CM',positive
'Insane card',positive
'Thats some insane stats for a silver card',positive
'this card with deadeye looks seriously insane. with stats like that even the 3* wf won\'t be too bad for the first couple of months before broken cards get released',positive
Legenda!!,positive
GOAT,positive
'the legend, the myth himself',positive
'Best of history no debate.',positive
'best Irish player ever',positive
'One of the best keepers in the prem, incredibly underrated. There was no reason to downgrade him.',positive
'definitely gonna pick him up this year, used him and he was definitely one of the best players i tried, and if pace really doesnâ€™t matter this year he stands more of a chance',positive
'Best of history no debate.',positive
'best fifa CM of all time',positive
'imbula is the best player',positive
'Oh,oh,oh fernandes BRUNOOO, hes Portuguese he will score goals hes magic BRUNOOOOO, the best midfielder since since paul scholes.',positive
'Gonna be the best LB in the league this season',positive
'Best Tottenham player',positive
'Best left back in the world',positive
'Best right back in the game',positive
'Roooooooonaldo is the best ever. GOAT',positive
'My best player of all time',positive
'With shadow... best.',positive
'Best European player ever',positive
GOAT,positive
'His moments was the best defender in the game',positive
'This guys moments was the best centre back in the game',positive
'The world best',positive
'This guys moments was the best centre back in the game',positive
'Best IV in turkey and Croatia',positive
'The best Goalkeeper in Fifa and Besiktas',positive
'Best defender of all time',positive
'Best right back in liga nos',positive
'Great card',positive
'been in my starter team since fifa 17 love him',positive
'Nice card',positive
'With iniesta the best 8 ever. (From the Football Iâ€™ve seen)',positive
'Best Player in sÃ¼per lig',positive
'The greatest player of all time',positive
'Great player as CAM',positive
'greatest gk of all time',positive
'Every year one of the best basic cards in the game. Gonna be a great cam',positive
'great for a starter squad',positive
'This guy is an absolute great player! He can score hole in ones so easily!',positive
'he can play anywhere',positive
'Great Season, letâ€™s be honest guys.',positive
'Such a great card. In FUT 20 he was used right up until TOTS. Great agility, balance and finishing. All you need in a striker',positive
Beast,positive
'Best prem player ever',positive
'Probably the greatest teenage talent ever. He could have been the GOAT without injuries....and he\'s the only player ever to play for both Real Madrid/Barcelona and both Milan/Inter without being called a snake. Respect.',positive
'GREAT CDM',positive
'great link with Liverpool',positive
'great impact last season',positive
'Great starter left back',positive
'I have high hopes for him. Great player!',positive
'Great card',positive
'Incredible cb with anchor, link to gomez',positive
'This guy looks incredible with a sniper. Just hope heâ€™s not too expensive...',positive
'Incredible with sniper',positive
'Since fifa 15 forever in my team, incredible LW. Love u YALA.',positive
'Incredible stats',positive
'This guy is absolutely incredible irl',positive
'I donâ€™t know why but for me this card Looks incredible',positive
'Fair rating, he was incredible against Besiktas',positive
'the incredible',positive
'this guy is incredible ingame',positive
'incredible card, feel like he\'s going to be in my team for a long time. reminds me of Kante just taller',positive
'Incredible Card, better than any other in the league right now',positive
'Bought him,heâ€™s so good wow',positive
'he\'s so good in game wow',positive
'Wow what a monster card this year',positive
'Lol I packed him from prime electrum players woowoww and tradable',positive
'Wow he is fantastic',positive
'Wow, I used him in game and heâ€™s class',positive
Wow,positive
'wow very grate player in game. Trust me',positive
wow,positive
wow,positive
'Wow I was not expecting him to be such a beast in game! One of the best cams in game. He feels quick on the ball and the ball stays on his feet. Go with hunter/hawk on him. He will go up for sure just before the first fut champs.',positive
'just wow',positive
'He\'s crazy in game wow 21 games 41 goals and 14 assists',positive
'Wow what a beast! His passing into the open space and his finesse shots are amazing! I have him at CAM, with Jota and Pepe beside him and Havertz up top.. I think heâ€™ll increase by a decent amount upon his release. The WF sucks obviously but you know this before buying him so just work around it',positive
'Wow this card is a beast! Wand of a left boot',positive
'WOW this guy is INSANE!! first time that a player make so many goals in my fifa history. 31 match 54 goals!! gonna keep him for long....',positive
'defending stats wow better then casemiro',positive
'Wow. He is so good!',positive
'Im so hyped to play with his card today, damn!',positive
'This guy is insane',positive
'He is back <3',positive
'My hero<3',positive
'Love u',positive
'I love you.',positive
'my Favoriten icon for icon swaps love  this guy',positive
'Love you chris',positive
'I love this man',positive
'I love you andy',positive
'Lovely boy',positive
'I love this man',positive
'I fell in love with his smile',positive
'we love Maxime',positive
'Greatest English player',positive
'great cb for the first starter team',positive
'He Will be great',positive
'Great starter cb',positive
'great debut!!',positive
'Tbf this is a great starter card',positive
'Greatest manager of all time no cap',positive
'Great player',positive
'Looks great for an early cm',positive
'slap a hunter on him and heâ€™s a great cam!',positive
'Great duo with malong and dickmann',positive
'Great starter card',positive
'What a Great gk',positive
'great CDM!',positive
'Great goal',positive
'shadow on him and hes a great starter cb',positive
'Great player',positive
'great link with saka',positive
'Great investment',positive
'Great for laliga squads, because he changed to granada',positive
'Great CDC',positive
'Great card for starter squad',positive
'Beast at CAM',positive
'He is a beast',positive
'He is a beast!',positive
'BEAST! Have All traits!',positive
Beast,positive
'This guy is a absolute beast for me him and sule are op',positive
BEAST!,positive
'Beast CB',positive
'What a beast',positive
'196cm with 83 jumping and 89 strength, he is a beast',positive
'He is a beast !',positive
Beast,positive
'absolute beast in fifa 20... 1k games 1.1k goals, can\'t wait to try him in fifa 21',positive
'Absolute beast',positive
'Fucking beast for WL',positive
'this guy is incredible ingame',positive
'i have used him for 5 games now and he\'s much better than alaba he\'s just incredible',positive
'Incredible Card, better than any other in the league right now',positive
'This guy is incredible',positive
'OMFG, hes incredible in game, feels like kante.',positive
'Him and haaland incredible attack',positive
'Best player i have used. He is so responsive and fast. He will go up in price when people realise how incredible he is.',positive
'Mane is incredible',positive
'This card is incredible, extremely quick, agile and has a very clinical finish',positive
'40 gol in 25 games, division 4. INCREDIBLE',positive
'Havenâ€™t tried Ter-Stegen this year, but this guy has been incredible! Always there to save!',positive
'this guy is incredible in game',positive
'This guy is so incredible for me. He always get the highest rating and the most successful passes of my team after a match. He can dribble, pass, and defend, it is just really funny to play with him.',positive
'this guy is a goal machine , his timing when to make a run is hilariously good and the positioning is incrediblebetter than  because of his wk foot is too good',positive
'Incredible player slap hunter and you have an amazing player',positive
'What a player with finisher. Incredible for the beginning, omg',positive
'He is incredible the best rb i have used so far. He allways catches his opponents and you can jockey with him super super good even though the balance and agility are a bit low. He wins 99\% of the tackles he makes easily the best rb on that.',positive
'OP like last year incredible player BEAST!!!!',positive
'This guy fits the meta so well. Incredible price for how good he is.',positive
'What a Beast',positive
'He is actually really good',positive
'I’m in love',positive
'Was a beast last season',positive
'Insane Beast',positive
'Perfect starter LB.',positive
'best gold card in fifa 21',positive
'He is phenomenal',positive
'very good on striker, try him out guys',positive
'Gooooood guy',positive
'beast with hunter at cam, 3 games 4 goals and 3 assists',positive
'he is so good',positive
'the real goat',positive
'beast for WL',positive
'osimhen, take me by the hand',positive
'flop incoming',negative
'Good CB with engineer chemistry style',positive
'good',positive
'Good starter player',positive
hmm,neutral
'price prediction!?',neutral
'Estimated price?',neutral
'price predict?',neutral
'Deserves more pace',negative
'Not a card for me',negative
'over rated player',negative
'too over rated',negative
'Stupid upgrade',negative
'4 star weak foot deserved',negative
'They just massacred my boy',negative
'What a flop already',negative
'He deserved 92',negative
'overrated in my opinion',negative
'Why no upgrade',negative
'hes not good',negative
'Should be 89',negative
'Deserved 5* skills',negative
'79 pace is a joke',negative
'Way to overrated',negative
'is a joke',negative
'More aggression needed',negative
Overrated,negative
'Should be better',negative
'Low low',negative
'What a bad player',negative
'50 in pace Max. He is slow and bad he couldnt even warm the bench in Bayern.',negative
'Barnes better',negative
overrated,negative
'another overated English player',negative
'I feel bad for this guy. Bayern ruined his career. They should have let him develop for another 2 tears before buying him.',negative
'The disrespect ea did to him',negative
'That is pathetic he should be 81+',negative
'Heâ€™s fat',negative
'Ea need to upgrade this man',negative
'Stats are a joke',negative
'should be 94 and balance 87',negative
'really bad',negative
'he\'s gonna be so heavy on the ball',negative
'His sprint speed shouldnâ€™t be that low',negative
'Should be 84 at least',negative
'No 5* skill moves, unusable',negative
'Compare him to llorente. Just a few stats worse than him.',negative
'Worst transfer ever',negative
'worst 86 card ever',negative
'he deserved min 88',negative
'His 95 card is horrible',negative
'worst finishing then gold costa',negative
'This looks so weird',negative
'Should be 92-93',negative
'-7! Are you mad!',negative
'Pace 74? What a joke',negative
'Unuseable now',negative
'his shooting should be much better',negative
Trash,negative
'This dude was insane this season, EA did this man dirty',negative
'Robben Robbed',negative
'That was a joke',negative
'Great baller but doesn\'t deserve 5 star skills moves',negative
'He deserved a downgrade!',negative
'Sooooo overrated',negative
'72 pace is an absolute joke. min 85',negative
'No way his 96 max 93-94',negative
'We all dislike this card',negative
'Too slow imo',negative
'what a joke, why downgrade?',negative
'He dont need another card',negative
'Deserves 86 at LEAST with those stats, and MINIMUM 4* weakfoot.',negative
'ea did him dirty',negative
'He has 79 more defending than he deserves',negative
'deseve better than 80',negative
'Worst finishing in fifa history',negative
'this is probably the worst rating this year',negative
'Worst player of the 21th we missed the first place bc of him',negative
'should be waaaaay faster',negative
'78 balance makes him unusable',negative
Overrated,negative
'unusable in fifa sadly',negative
'3*combo? Are Ea smoking? 4*combo is what he deserve.',negative
'emberassing what ea is doint with the pace',negative
'My man turned on the afterburners',negative
'Didnt deserve this much of a downgrade, 81/82 is fair',negative
'deserves an 82',negative
'too bad',negative
'deserved 80+pace',negative
'wrong height',negative
'As much as I like him, that 2 star wf is gonna hurt this card so badly',negative
'78 rated are you mad',negative
'Haha why did EA not do this to Kepa?',negative
'Deserves 80 , he will be worldclass',negative
'Gotta feel bad for him, hope he plays well this season.',negative
'Deserves 99 of passing',negative
'Deserved 80 ea......',negative
Joke!!!,negative
'Severely underrated player',negative
'No way he has 2 star sm',negative
'surely 73 pace is a mistake',negative
'downgrade undeserved',negative
'looool deserved a bigger downgrade',negative
'Too low imo',negative
'Overrated like every ajax player',negative
'He deserved a downgrade, should be 80',negative
'iâ€™m not disliking him bc i disagree with the rating, but bc of the sh*t jokes, and how bad he actually is.',negative
'Too bad he got transferred',negative
'2 gk in game before courtois , good animations for Neuer but he has a defect at fineese shots',negative
'80 Pace bad',negative
'He deserve 4*',negative
Disgraceful,negative
'Such a disrespect',negative
'Deserved an upgrade wtf',negative
'Donâ€™t see the point in this guy',negative
'HOLY SHIT',negative
'ea did him dirty with his pace',negative
'30 shot unusable',negative
'I already hate him',negative
'So overrated',negative
'terrible carta',negative
'Are you kidding me? He was just terrible last year',negative
'86 dribbling is disgrace.',negative
'Oh no',negative
'Oh no please no',negative
'Deserves 5* Skills.',negative
overrated..,negative
'13 pace downgrade...',negative
'Pretty overrated he gets destroyed in defense',negative
'Deserves 4*4*.',negative
'overrated, shit',negative
unluckyyyyy,negative
'mad overrated',negative
'should be higher',negative
Shame,negative
'That passing stats are so wrong',negative
'Should be lower',negative
'2* wf very unuseable',negative
'Undeserved upgrade',negative
'not interesting',negative
'They did him so dirty.....',negative
'Deserved downgrade, he played an orrible season (just the Last part was fine)',negative
'Absolute fraud, horrendous performance today',negative
'Deserves to be 83',negative
'He is so bad',negative
'deserves 4* skill moves',negative
'Deserves at least 76/77',negative
'COMPLETELY OVERRATED',negative
'3* weakfoot unplayable',negative
'Wtf should be atleast 76',negative
'Iâ€™m still buying him with the 3 star weakfoot and imma buy xavi even though they ruined his card',negative
'Deserves higher rating',negative
'He looks like a ghost',negative
'Should be a lot quicker',negative
'Should be at least 81',negative
'Should be low gold in rating',negative
'71 is disrespectful',negative
garbage,negative
'should be gold',negative
'Should be 75 at least',negative
'He deserved that 0 finishing',negative
'Done dirty with that rating',negative
'Dougie should be higher',negative
'73 pace is a joke',negative
'Deserves higher better stats',negative
'they killed my boy',negative
'75 74 is too low',negative
'Deserves 4* skills 4* weakfoot',negative
'Deserves higher rating smh',negative
'So disrespectful to only give him a 75 rated card',negative
'This is a joke',negative
'It s a joke?? only 74???!!!',negative
'this pace is so disrespectful',negative
'Deserves at least 88 pace',negative
'my man has been robbed',negative
'Should deffo be higher rated. should have pace low 70\'s, his dribbling could be higher and his defending should be low 70\'s too. should be an 82 easy, especially his performances after lockdown. Booo.',negative
'Should\'ve more passing',negative
'Is this a joke? There is no way he can still be bronze',negative
'should be 70 had a great end to the season',negative
'Deserves higher!',negative
'Deserves a bigger upgrade',negative
'Deserv more than 78 i think',negative
'what a disrespect to my boy',negative
'Needs to be a gold card, at least 76 imo',negative
'wrong rating, now is 60-65',negative
'83 pace is disrespectfuldeserves at least 92 he is rapid',negative
'Should be higher rated',negative
'This a an absolute disgrace should be over 70, pace is no way near close enough, ea really need to fix up',negative
Undeserved,negative
'so overrated in Fifa just because of his meta model',negative
'this guy is weaker than i am towards my crush',negative
'Should be at least 83',negative
'Should be a lot higher',negative
'Heâ€™s been robbed, 75 at LEAST',negative
'He deserves 80+',negative
'Only 71?!',negative
'should have 90 freekick at least',negative
'deserves more dribling',negative
