@relation train_set

@attribute text string
@attribute sentiment {negative,neutral,positive}

@data
'How tf did he get a downgrade?',negative
'100k surely',neutral
'please for everyone s mental health dont use this guy',negative
'still gonna be 40k',neutral
'Am a Man Utd fan but 85 rating is a joke.',negative
'deserves 5*wf',negative
BEAST,positive
'Gullllllllllllit GANNNNNNNNNG',positive
'SORRY BUT FOR WHAT',neutral
'maybe unpopular opinion but I really dont think he should be any higher than 81. 82 at the max maybe but if he didnt have good defenders around him he would have been **** on last season.',negative
'He will be expensive damn',neutral
'Best RB in the world.',positive
'Him, Ramos and Courtois. The reason why Real Madrid didn\'t concede that many goals. What a season, warrior!!!',positive
'Liverpool legend. Love him, he has played almost every game since Klopp\'s first full season.',positive
'How tf has ea downgraded auba and werner. Absolute clowns.',negative
'great ST',positive
'FINALLY!',positive
'Should be only 85-86 imo',negative
'none rare and 81 rated insted of 83he will be less than 40k, maybe 20k!',neutral
'why tho....',neutral
'this guy is so underrated he\'s the top scorer in the pl',positive
'Still a good Card.',positive
'arsenal legend',positive
'Downgraded again??? wtf ea',negative
'What the .....',neutral
'great goalkeeper irl. magnificent',positive
'SIR JOHN VERON',positive
'op card ALREADY',positive
'looks good',positive
'di maria is still pretty fast irl. more pace',positive
'Been so good for PSG EVERY season since he signed in 2015',positive
'Underrated player',positive
'Is this some kind of twisted joke?',negative
'Going to shine under Koeman',positive
'Oh no',negative
'Upgrade for being injured? Pogba got a -2 for being injured but this guy gets a +1 because EA love Liverpool',negative
'Ya he’s good but if a Serie A player didn’t play the majority of the season they would get a -3. Makes no sense',negative
'gomez will be overpriced',neutral
'one of spurs best players last season',positive
WTF??,neutral
'Why the fck has he?',neutral
'Look how they massacred my boy',negative
'Overpriced incoming',neutral
'He should have 5* WF and AT LEAST have 75 pace.',negative
Good,positive
'yea he had a bad season but not -3 downgrade',negative
'86 rated sociedad player. just looks weird',negative
'The new Illiaramendi for SBCs',neutral
'Gonna be so weird seeing real sociedad badge when i get a walkout.',negative
'I can already see the SBC solutions',neutral
'DROGBAAA! OH YOU BEUTYYY',positive
'nice CB for SBC squad',positive
'After the season he had this is disrespectful and his passing should be way higher.',negative
'Best striker of the decade!',positive
'best cb of the last season',positive
'he was one of the best CBs in the league',positive
'Man\'s been violated',negative
'EA is a joke',negative
'A ****ing disgrace',negative
'he was one of the best CBs in the league',positive
'Should of been 88 same as Ederson who also made a many mistakes during this season.',negative
'Downgrade for this card is a joke!',negative
'after a treble win, all of the players get downgraded ;)',negative
'EA be making april fools jokes in september...',negative
'77 pace is a joke',negative
'This company is a joke lmao',negative
'he\'s a beast',positive
'Deserves 5 * butt',negative
'Thats pretty unfair EA',negative
'Thank you for those 10 great years. You\'ll always be my favorite player',positive
'+9 Pace for what?',negative
'Yess my man, still got his good Card.',positive
'Like to pack him in FIFA 21',neutral
'AGAIN 85?!?!?!?!? HE HAS BEEN MEDIOCRE FOR THE LAST 2 YEARS',negative
'Wauw... 3 down because of a bad move, corona and an insane manager...',negative
'This is disrespectful',negative
'man iim surprised they didn\'t gave him like 79 or somehing becuz of his club and age... But fck EA man',negative
'one of the highest shooting stats in the game',positive
'This is disrespectful',negative
'No upgrade? Wow.',negative
'wtf is happening with my comments lmao',neutral
'Still gonna be a dominant player in fifa.',positive
'This is disrespectful',negative
'im atletico fan, but he deserves 90 easy.',negative
'big rip holy ****',negative
'cool design',positive
'Welcome into my packs',neutral
'he was insane last season',positive
'put him LWB, put LW / LM',neutral
'he was really good for me last year.',positive
'Surely the first Gullit gang of the year',positive
'Already scared.',negative
'Should be 91',negative
'One of best defenders last season... ',positive
'This card design looks like he had a freaking loop on his neck',negative
'Varane + Mendy in every squad until January once again',positive
'He plays bad',negative
'He looks so good. Him CAM, Cristiano ST. Sounds fun',positive
'-Seria A MVP 19/20-Only 25 games started in 11, still outperformed most of the Juventus players except Ronaldo.-Carried the team at the start of the season /and he was only benching most of the games at the season start/-Almost sold, but he proved he is a top class player and it\'d be a mistake to sell him, deserves the No. 10 kit for Juve.EA: Let\'s let him 88. Brah. Can\'t understand these ratings. sigh',negative
'Fun fact: No one will ever pack him',neutral
'gets a downgrade from 85 to 84... EA is in shambles with these ratings.',negative
'Best dutch centre back in the world ffs',positive
'De Vrij gets downgraded to 84 yet Henderson for Gods sake gets upgraded to 86.. Unbelievable',negative
'This is the worst rating out of them all.',negative
'they didn\'t downgrade him you clowns, he started last fifa as a LEFT BACK. if you put him into CB that means physical stats matter more and he has low strength.',negative
'this rock',positive
'I wonder if I could ever pack this card in my lifetime',neutral
'Best defender in the world',positive
Agree,positive
'Deserves much better stats',negative
'good thing ciro immobile got a boost',positive
'great irl',positive
'consider playing him cdm he will be ****ing fantastic',positive
'Here we go again, with a player that would not attempt to fight for the ball. LOL',negative
'0* weak foot according to futbin. Is he an amputee?',negative
'The reason why i love football so much!',positive
'If only his strength was a bit higher he\'d the the best fullback on the game with a shadow. 95 stamina is insane but fully deserved',positive
'The egyptian king',positive
'This guy is the most hated on the internet in terms of football.',negative
'Most overrated player of all time. He was good, but all his goals were friendlies or in a farmers league, look it up!',negative
'Best GK in Seria A - Please Conte get him to lift a trophy before he leaves',positive
'will be expensive as hell',neutral
'this game is so stupid',negative
'1st of all, why\'d they downgrade his pace, 2nd of all, why didn\'t they give him higher defending stats? Lead the league in tackles, best 1v1 defender in the league imo, (may be *slightly* biased), other than that I think passing should be at least 70 and maybe take down the dribbling a bit, he can look very uncomfortable on the ball, fair enough for physical stats.',positive
'more pace and defending',positive
'could be good supersub at cdm',positive
'100p deserved!',negative
'Deserves 99 slide tackle',negative
'spiderrr but he deserves like 84 def min.',negative
'Why not 80 pace...',neutral
'Why did EA downgrade his pace?',negative
deadeye,neutral
'1000000-100000000000 price range and still extinct incoming',neutral
'83 Rated for this? Watch a LB from like the Argentinian league be 80 rated with a better card',negative
'According to EA Mendy is a better left-back than Davies. ????????',negative
'does EA watch matches?',neutral
'Yeeeeah +2',positive
'this must be the worst 83 ever',negative
'Moments card for his free kick vs Croatia?',neutral
'This is way too generous',negative
'he\'s rubbish. only reason PSG reached the final is because they binned gueye after the QF. once you have been touched by everton you\'re a loser.',negative
'Mustafi The Goat',positive
'should be slower than 70 pace',negative
'should be 87',negative
'Should be 85',negative
'Such a terrible card for a 87.',negative
'Finally CM',positive
'packed him from mid icon sbc long time ago',neutral
'price predictions',neutral
'Undeserved upgrade coming from a PSG fan... absolutely bossed Real Madrid when we won 3-0, since that - average. should be 82 max',negative
'Average at best...',positive
'they did not watch football how tf this guy is faster than snacho and gnabry',negative
'should be silver',negative
'Got some pace back at least',neutral
'shouldn\'t be this high rated, never played in europe',negative
'Would be 120k',neutral
'No upgrade?',neutral
'how tf did he get upgraded but auba go downgraded',negative
'What are u looking at?',neutral
bruh,negative
'Deserved a downgrade to an 84 I think',negative
'His card will be LW not CAM',neutral
'why are there only 3  82 rated cards in fut 21?',neutral
'best cdm in the game',positive
'probably will cost 100-200k at the start',neutral
'He\'s gonna be more expensive than ashley cole baby and middle version.. like 300k minimum..',neutral
first,neutral
'buy now only 0 coins',neutral
'this is very harsh.',negative
'same fccking game .,.. with nothing new',negative
'hes gonna be 100k minimum',neutral
'well this will be expensive',neutral
'why is he higher rated?',neutral
'One of those really inresting transfers that just seems like it will be worth it - He isn\'t world class. He likely will never be. But he is solid and fills a hole in the squad.',negative
'Shouldn’t he be RW?',negative
'Him or Thiago',neutral
'should have been 87',negative
'a bit low imo',negative
'The king!',positive
'How the hell did he get an upgrade',negative
'deserves 4*wf',negative
'Absolute disrespect',negative
'why\'s his stamina from 91 to 97?',neutral
'Higher rated than ake. Just saying',negative
'This company is scandalous',negative
'they got the wrong lopes',negative
'What a sick position change',negative
'this  year the ratings are the worst',negative
'should be lower imo',negative
'EA hates lukaku. This is just disrespectfull!',negative
'2 star weak foot is actually, actually mad',negative
'2* weak foot. Fodder.',negative
'Uhm why should Ziyech get a upgrade?, he didnt play the second half of the Saison, and didnt pull out any trees. Bruno for example played the second half and was Utds best Player, hence the upgrade.',negative
'Slap in the face downvote this card',negative
'after everything he has done, still some people consider him as sh*t... mEssI iS tHe BeSt PlAyEr iN tHe WorLd bLabLa',negative
'he looks slow and fat',negative
'this guy will be cracked again!!!',negative
'oh no',negative
'still op',positive
'If u pack him dont sell or use him, just discard him.',negative
'this is disgusting... I am offended',negative
'Should be 82 at least.',negative
'A ****ing disgrace',negative
'should be 78 lol',negative
'looks sick',negative
'the worst icon. no debate',negative
'Biggest flop in 2020 don\'t @ me',negative
'How did he get an upgrade',negative
'Disappointing season',negative
'why does he get an upgrade while nearly every bayern player get a downgrade',negative
'How did this man get an upgrade ffs',negative
'Good job, EA: very bad season for Joao Felix, still gets an upgrade',negative
'0 skill movs 0 weak foot ................OK',negative
'Joao: Did nothing is all the season.EA: Lets give him an upgrade!',negative
'upgrade?? should be silver',negative
'Lmaoo upgrade for what?',negative
'why was he upgraded lol',negative
'why is he higher rated than Neuer',negative
'0 WF useless',negative
'JOKE JOKE JOKE JOKE JOKE',negative
'doesnt fit the meta',negative
'Worst 86 card in history',negative
unusable,negative
What???,negative
'Literally the worst 87 that FIFA will ever have',negative
'Better stats than Kimmich... Must be a Joke...',negative
wtf,negative
Overrated,negative
'The most overrated sportsman of the history.',negative
'How is this a silver card?',negative
'less finishing than douglas costa',negative
'Overrated. i can shoot the ball better and i\'m in a wheel chair and blind.',negative
'Bronze cards look sh*t this year',negative
'Didn\'t have a good season but minus 5 really',negative
Overrated,negative
'87 and 93 pace would be fine but no',negative
'He should be 90 minimum, and ill even say 91. I mean he is the best at his position, a captain, even scores goals. Madrid had the best defense in Europe and the one game he wasn\'t there, u know what happened. Shows his class. ',negative
'Green Link to a starter squad',positive
'great player',positive
'how can chelsea players have been robbed?',neutral
'is awesoome',positive
'Him and Kessié= :0',neutral
'86 heading accuracy? ask cannavaro',neutral
'Should be 91',negative
'PACKED HIM',neutral
'3 downgrade for a bad season at  28 years?Can\'t wait to see Barella and Brozo non rare again...Ea hates inter',negative
'I\'m already relishing his flashback',neutral
'Looks way better than that outrageous 79 rated leak',positive
'Honestly I know he hardly plays at real but he deserves so much more than 83. If he played on a regular basis he would be 88-90 but we haven’t been able to appreciate his ability. Hope he moves sooner rather than later',negative
'gonna have some great special card for sure',positive
'Even if you like, you still won\'t pack him.',neutral
'like here if you pack Nakata from prime icon pack',neutral
'Him and Renan Lodi on my starting team...',positive
wow...,positive
Meta!!!,positive
'PETITION: LET US REPLY COMMENTS',neutral
'2 or 3 special cards and he will be op',positive
'He should have got an upgrade imo',negative
'Hes still good to play with',positive
'Who do we reckon is gonna cost more, Mendy or Valverde? Will probably be the 2 most expensive 83 rated players in FIFA history....',neutral
'This card is going to be insane',positive
'He should have 5* skill',negative
'Should have higher dribbling ffs',negative
'great cm',positive
'Legend! Came out of retirement to help his hometown club',positive
'his Card been good since fifa19, but nice to see it get boosted a bit :).',positive
'Here we go again...pack him',neutral
'Looks like a great starter cam',positive
'Ngl 64 is fast for him, if you take his CDM Card in count, he got lucky with his pace as CB. He has hella much passing rates, ppl shouldnt underestimate that. Thats why i never played Koulibaly and Manolas together, they cant Pass. So if Koulibaly goes to City, i def play him with Laporte. ',neutral
'this card looks sick for a starter team :D',positive
'AC Milan legend',positive
'ManuWALL Neuer - The GOAT keeper',positive
'Had him in my career mode, hes good',positive
'He is not worthy of having 78 pace wtf',negative
'-1 is OK maybe -2 but this is too harsh',negative
'overrated livarpool player',negative
'amazingly underrated',positive
'best silver card in the game',positive
'Strong link to Maldini',positive
'HAHAHAHAHAHAHAHAHAHAHAHA nice joke EA.Now, show us his real card, please, it\'s not April\'s fools day.Please  ',negative
'Better than his bro at this point. still praying for the old Edin',positive
Why!,neutral
'Good card for my starter Serie A team(ye build teams for 3 leagues)',positive
'nice joke EA',negative
'packed him',neutral
'How is this 87 ?',neutral
'why does he not have a hat i am going to cry',neutral
'Deserves at least 85 free kick accuracy',negative
'After the restart he was insane',positive
'Sad how he gets the exact same card, at least they arent downgrading him when he\'s 30 and he\'s getting a real face this year',negative
'Disgusting downgrade',negative
'possibly one of the worlds most underrated players',positive
first,neutral
'why the non-rare tho',neutral
'this guy not as a walkout',neutral
wtf,neutral
'He will probably have 30 Heading Accuracy which means that you won\'t be able to score headers with Coman even though he won the Champions League with a header but you know, EA knows best.',negative
'Downgraded, are you taking the ****?',negative
'BIG STEVE',positive
'How can he and Grimaldo have the same rating lol.... Telles 85 Grimaldo 82',neutral
'Why should he get an upgrade? He only scored the winning goal for this years Champions league and he played a decent season. Not enough for EA.',negative
'He will be insane this year at the start mark my words',positive
'Varane got 82 pace so he should be 80 max',negative
'Great passing, physicty, you can hold the ball greatly, and he can shoot where others loose the ball. ',positive
'So Sané gets injured a full season and goes down by 1 and Reus that still did 26 games with 20 goal contributions goes down by 3... EA really don\'t know what they are doing',negative
'0* WF? My man running on one leg',negative
'Guerreiro is definitely a good player, don\'t get me wrong, but how does he have better shooting and passing than Jadon Sancho considering Sancho contributed to over 3 times the amount of goals that Guerreiro did?',neutral
'nice wig',positive
'best gk irl',positive
'this man gonna cost us',neutral
'deserved 91/92',negative
'starter card',positive
'Worst icon',negative
'Sounds fair, was 83 in fifa19, 82 in Fifa20 and now back to 83, but yea, could be 84 yes. Still, everything around 85~ is good. Chelsea got the most 85 Rated Players now, that just shows how good their Squad is now. ',positive
'too slow',negative
'Undeserved downgrade, had a decent season.',negative
'So disrespectful to Serge Gnabry, i mean wtf is this? really 82 PACE??? 83 Shooting?',negative
'Alex Telles: 11 goals 8 assists. Most scoring defender in world football. The most important player in the Porto squad.',positive
'deserved 85+ pace',negative
'his pace is overrated',negative
'How tf is he 80? should be 77 at best',negative
'the goat',positive
'thank you for the fifa 20 moments i love u roberto',positive
'The disrespect. Hopefully he retains his 5* skill moves so that his non performance based upgrades will be god tier',negative
'Should have been CF or RW',negative
'he will be cheaper more or less',neutral
'WELCOME BACK LEGEND',positive
'This is just disrespectful. If Ea are not gonna watch football at least look at the season stats before rating a player. Just unreal that he is an 85 with 82 (to say the least) and Im a dortmund fan',negative
'Brooo this card is amazing!!',positive
'the spanish son but 0*0*',negative
'deserved 5*5*',negative
'Sorry, but i think Karim deserves at least the rating Salah and Mane got. I think he is the more talented and smarter on the pitch than them. Too much hype around the Preimer League only because of the way they market themselves',negative
'why downgrade???',neutral
'Still no upgrade?',neutral
unusable,negative
'0 stats changes... downgrade',negative
'Still no upgrade?',neutral
'No upgrade really?',neutral
'hoping for flashback in fifa 21 =)',neutral
'deserved 85',negative
'Him and lenglet at the start of the game...  Will hold til TOTY with no problems ! Even til February.',positive
'like if you got in base icon pack',neutral
'The King of CDMS is back.',positive
'Hope he makes a comeback!',neutral
'finanlly man he deserves this rating for such a long time.. He was stuck between 85-87 for being one of the greatest player of real madrid in this decade but damn he was inconsistent for only 1 season and was being used as a scapegoat.. I remember that time 3 years ago',positive
'Why him 80??',neutral
'position change makes him better',positive
'He should have been upgraded',negative
'I can feel this card is gonna be real expensive in the beginning',neutral
'0 WEAK FOOT',negative
'higher rated than ake?? lol',neutral
'Second GOAT',positive
'Look how they massascred my BOY -',negative
'he plays in every position and they free kicks are amazing',positive
'39 pace even my granny is faster',negative
'should be 89 pace at least and 5wf man',negative
'he gonna be in my starter squad lol',positive
'Ye he def gonna be in my Serie A starter team aswell, along side with Tonali nd Bentacur in the Midfield, Rebic upfront, and Bernadschi outright. CB gonna be Demiral and Deligt Pog',positive
'Downgrades to Marquinhos, Thiago Silva, Kimpembe, Alaba, and Boating? Davies not even in the top 20 fullbacks? Crazy, it\'s like these two teams barely conceded any goals on their way to the champions league final while Liverpool got punted out by Llorente in the round of 16...But let\'s upgrade Matip?',negative
'the king is back',positive
'I did not now that he lost 2 of his legs and got 68 Pace by EA',negative
'im so confused why did he get a downgrade?',neutral
'Why would you downgrade him by 2?',neutral
'Anthony Lopes was as consistent as Sommer or even better... No reason for -2...',negative
'Poor thing that he has -20 pace... Back in the they with Ribery',negative
'upgraded to 81?',neutral
'great lb',positive
'This card should have been 87 after what the season he had.',negative
'in what world was he better than zagadou? He is the worst dortmund purchase in recent years, and he is somehow still 80 rated',negative
'Wanna hear a joke?',negative
'Sure ,76 stamina for guy which always plays 90 minutes ?????',neutral
'Alex Telles: 11 goals 8 assists. Most scoring defender in world football. The most important player in the Porto squad',positive
'Why tf is he faster than sancho???',neutral
'Should have 5 * Skills',negative
'best CB in the game, pace feels like 90 and defends better than virgin van dijk',positive
'this guy will probably have high crossing, if headers are op and he gets an inform, he will be one of the best RBs in the game.',positive
'He has less dribbling then Wan-Wood-Bisaka while having great dribbling success rate.',negative
'deserve 84 at most',negative
'lewa robbed. deserved 93+',negative
'Hopefully he gets his FUT Future Stars card this year :)',neutral
'This guy was so easy to get and so cheap for the past couple of years. I think this is the year he starts to be harder to get. Such a beast in the box in game',positive
'86 Rated Ziyech Card, that\'s what he deserves on Fifa 21.His weak foot must be 3 instead of 2EA Upgrade him',negative
'EA just seems to have a problem with certain players. The guy had been consistently scoring 20+ goals each season in the top flight for the last 4 years and they struggled to put him past 83. Now he just gets downgraded.',negative
unusable,negative
'BOYS WE GOT HIM',neutral
'deserved 80 or less',negative
'Still only 83?',neutral
'Ramires regen with probably better stats',positive
'got an upgrade in pretty much everything from last year\'s card and still a -1i need some of what EA are having while making these ratings',negative
'He\'s been butchered this year',negative
'How on earth does a card with only 4 stats that\'s 87 or higher equate to an overall rating of 87????',neutral
'91 is a joke... but he\'ll be the best gold b2b on the game btw',positive
'3* weak foot?',neutral
'Looks really good, I hope his average dribbling isn\'t a problem',positive
'Very nice card',positive
'he is cheap PL starter',neutral
'This guy in his prime was the best dribbler ever, better dribbler than ',positive
'Him having the same rating as Telles is just ridiculous, should be 82',negative
'4*4  EA ??',neutral
4*wf???,neutral
'Would be a nice CM card.',positive
'first',neutral
'86 stamina is such a joke. he literally never stops running',negative
'2 informs 3 potms 1 motm winter upgrade and tots card DOWNGRADE!',negative
'WTF he was so good for Chelsea last season, was expecting 83',negative
'The trio of him, can and delaney is gonna be op',positive
'Best cb of serie a',positive
'And Sancho is the same overall as he?',neutral
'Oh look how they massacred my boy',negative
'M/M is stupid, you can even give him High defensive WR and I wouldn\'t complain, always seems to work harder than Barca\'s midfield everytime he plays. ',negative
'He has been a god for 10+ years',positive
'MY GOD',positive
'very nice card',positive
'i smell goat',positive
'hes really good ngl',positive
'this man is gonna stay in my team until he gets an flashback',positive
'great cbb',positive
'ho what?',neutral
'deserved 84-85',negative
'did saul get downraded wtf',negative
'him or dumbelame?',neutral
'2nd best midfielder ALRIGHT DOUGH',positive
'ELIAS THE BEST CB OF THE FOOTBALL HISTORY, the best defender',positive
'deserved a downgrade imo',negative
'He was ranked number 6th best player in serie A last season in the official rankings and he gets downgraded? I am sure it is only because his age',negative
'only 83?',neutral
'This card should have been a 87 for sure.',negative
'buy him while he is 0*0*',neutral
'Super Goal scorer',positive
'Man Unt ruined his holl career. Only ogs remenber the good old arsenal days',negative
'Certainly getting an upgrade later this season. Was rock at the back towards the end, might force Godin out of the club',positive
'Legend Lev!',positive
8-2,neutral
'why Hazard is injured',neutral
'The best thing is, he\'s so humble and works hard to improve himself <3. Not every signing turned out that way ',positive
'1963 | All-Stars. Performance of a legend',positive
Disappointing,negative
'Future Star card this year!',neutral
'He honestly toward the back half of the season hasn\'t been very good on the ball, and he just gave away another goal',negative
'True BVB legend, love u',positive
'Was Chelseaâ€™s best player beside pulisic after lock down but ok',positive
'A star in the making for Italian Football. Hopefully will get an upgrade later this season.',positive
'future star',positive
'miss him',neutral
'Sad to see how his career is ending, used to be one of the best players in the premier league. Sold his soul and went for the P\'s',negative
'koeman is a goat',positive
'What is EA doing. I mean deserved rating but 3* weak foot? He\'s scored more goals with his weak foot than any other player in the premier league last season.',negative
'This rating is so stupid... Average player and had a super average season. No explanation whatsoever for this rating.',negative
'Dope Card, gonna link him with Tonali nd kessie. ',positive
'Non rare? Really EA?',neutral
'him or meunier for rb',neutral
'Op CB for the beginning',positive
'put Hunter on him and still unusuable..',negative
'People saying he\'s had a bad season? Hasn\'t been good for over 2 years. Deserved downgrade.',negative
'67 pace?',neutral
'56 Dribbling?',neutral
'So much potential in front, this guys is the next chiellini',positive
'tbf I haven\'t seen a more usable 76 non rare in a while',positive
'I think ea are giving everyone but cover stars and liverpool players a -1. If you add +1 to anyone\'s ratings it makes more sense. Example: Werner 86, lewa 92, kdb 92, Ramos 90, alaba 85, Kroos 89, gnabry 86, Imobile 88, aubameyang 88, neuer 90, etc.',neutral
'Why the downgrade?',negative
'decent card',positive
'First like :D',neutral
'Max of 4 special cards or 1 IF for scoring a great goal and he is gullit gang (hopefully it means something this year)',positive
'I don\'t understand this downgrade tbh',negative
DOWNGRADE,negative
'What are this stats? WTF?',neutral
'The goat is back',positive
'Wait an 84 rated non-rare?',neutral
'New icon Card actually looks quite nice',positive
'Thatâ€™s a 200k+ right there',neutral
underrated,positive
'Welcome back Legend!!',positive
'Well at least its fair, Rom didnt get a upgrade either^^. His Stats are great tho, dont fixate so much on the Rating itself',positive
'Well at least its fair, Rom didnt get a upgrade either^^.',positive
'84 it s bad',negative
